Orthogroup	aus_nigra	nz_nigra
OG0016220	TRINITY_DN5220_c0_g1.p1	TRINITY_DN22302_c0_g2.p1
OG0016221	TRINITY_DN5223_c0_g1.p4	TRINITY_DN2982_c0_g1.p2
OG0016222	TRINITY_DN5223_c1_g1.p1	TRINITY_DN8422_c0_g3.p1
OG0016223	TRINITY_DN522413_c0_g1.p1	TRINITY_DN5021_c0_g1.p3
OG0016224	TRINITY_DN5224_c0_g1.p1	TRINITY_DN11586_c0_g1.p1
OG0016225	TRINITY_DN52253_c0_g1.p2	TRINITY_DN11243_c0_g2.p2
OG0016226	TRINITY_DN5226_c0_g1.p2	TRINITY_DN701_c0_g1.p1
OG0016227	TRINITY_DN5226_c0_g1.p1	TRINITY_DN701_c0_g1.p2
OG0016228	TRINITY_DN5227_c0_g1.p4	TRINITY_DN13353_c0_g1.p2
OG0016229	TRINITY_DN522_c0_g1.p4	TRINITY_DN80916_c0_g1.p1
OG0016230	TRINITY_DN522_c0_g1.p3	TRINITY_DN4735_c0_g1.p1
OG0016231	TRINITY_DN522_c0_g1.p1	TRINITY_DN6518_c0_g1.p3
OG0016232	TRINITY_DN5231_c0_g1.p2	TRINITY_DN109_c1_g2.p4
OG0016233	TRINITY_DN5231_c0_g1.p1	TRINITY_DN109_c1_g2.p2
OG0016234	TRINITY_DN52324_c0_g1.p2	TRINITY_DN16962_c0_g1.p3
OG0016235	TRINITY_DN5232_c0_g2.p4	TRINITY_DN9277_c0_g1.p4
OG0016236	TRINITY_DN5232_c0_g2.p1	TRINITY_DN9277_c0_g1.p1
OG0016237	TRINITY_DN5233_c0_g1.p2	TRINITY_DN25402_c0_g1.p2
OG0016238	TRINITY_DN5234_c0_g1.p3	TRINITY_DN7448_c0_g2.p2
OG0016239	TRINITY_DN5235_c0_g1.p5	TRINITY_DN4195_c0_g2.p7
OG0016240	TRINITY_DN5236_c0_g1.p1	TRINITY_DN3233_c0_g1.p1
OG0016241	TRINITY_DN52372_c0_g1.p1	TRINITY_DN29051_c0_g1.p1
OG0016242	TRINITY_DN523_c0_g2.p1	TRINITY_DN199_c0_g1.p6
OG0016243	TRINITY_DN5240_c0_g1.p1	TRINITY_DN57_c0_g1.p2
OG0016244	TRINITY_DN5240_c0_g1.p2	TRINITY_DN57_c0_g1.p1
OG0016245	TRINITY_DN5241_c0_g1.p4	TRINITY_DN6850_c0_g1.p13
OG0016246	TRINITY_DN5242_c0_g1.p1	TRINITY_DN8216_c0_g1.p3
OG0016247	TRINITY_DN5242_c0_g1.p3	TRINITY_DN1597_c0_g2.p1
OG0016248	TRINITY_DN5243_c0_g1.p3	TRINITY_DN8594_c0_g2.p1
OG0016249	TRINITY_DN52467_c0_g1.p1	TRINITY_DN39287_c0_g1.p1
OG0016250	TRINITY_DN52498_c0_g1.p1	TRINITY_DN28543_c0_g1.p1
OG0016251	TRINITY_DN5249_c1_g2.p1	TRINITY_DN74291_c0_g1.p1
OG0016252	TRINITY_DN5250_c0_g1.p2	TRINITY_DN9961_c0_g1.p4
OG0016253	TRINITY_DN5252_c0_g1.p1	TRINITY_DN37688_c0_g1.p1
OG0016254	TRINITY_DN5253_c0_g1.p3	TRINITY_DN4189_c0_g1.p2
OG0016255	TRINITY_DN52580_c1_g1.p1, TRINITY_DN89290_c0_g1.p1	
OG0016256	TRINITY_DN5258_c0_g1.p1	TRINITY_DN1773_c0_g2.p1
OG0016257	TRINITY_DN5258_c1_g1.p2	TRINITY_DN1773_c0_g1.p3
OG0016258	TRINITY_DN525_c0_g1.p2	TRINITY_DN5721_c0_g1.p1
OG0016259	TRINITY_DN5261_c0_g1.p1	TRINITY_DN93070_c0_g1.p1
OG0016260	TRINITY_DN5261_c0_g1.p2	TRINITY_DN2286_c0_g1.p4
OG0016261	TRINITY_DN52628_c0_g3.p1	TRINITY_DN42498_c0_g1.p2
OG0016262	TRINITY_DN5265_c0_g1.p5	TRINITY_DN10833_c0_g1.p1
OG0016263	TRINITY_DN5267_c0_g1.p1	TRINITY_DN4494_c0_g1.p1
OG0016264	TRINITY_DN5267_c0_g1.p2	TRINITY_DN4494_c0_g1.p2
OG0016265	TRINITY_DN526_c0_g1.p1	TRINITY_DN8640_c0_g1.p3
OG0016266	TRINITY_DN5273_c0_g4.p1	TRINITY_DN12255_c0_g1.p1
OG0016267	TRINITY_DN5274_c0_g1.p3	TRINITY_DN10015_c0_g1.p1
OG0016268	TRINITY_DN5280_c0_g1.p3, TRINITY_DN5280_c0_g3.p4	
OG0016269	TRINITY_DN5280_c0_g3.p1	TRINITY_DN3387_c0_g1.p1
OG0016270	TRINITY_DN5280_c2_g1.p1	TRINITY_DN364_c0_g1.p1
OG0016271	TRINITY_DN5282_c0_g1.p2	TRINITY_DN7223_c0_g4.p1
OG0016272	TRINITY_DN5282_c0_g1.p1	TRINITY_DN15042_c0_g2.p1
OG0016273	TRINITY_DN5283_c0_g1.p1	TRINITY_DN1068_c0_g1.p2
OG0016274	TRINITY_DN52840_c0_g1.p1	TRINITY_DN8879_c4_g2.p1
OG0016275	TRINITY_DN5284_c0_g1.p1	TRINITY_DN4747_c0_g1.p9
OG0016276	TRINITY_DN5284_c0_g1.p2	TRINITY_DN4747_c0_g1.p1
OG0016277	TRINITY_DN528580_c0_g1.p1	TRINITY_DN30291_c0_g1.p1
OG0016278	TRINITY_DN5285_c0_g1.p4	TRINITY_DN2392_c0_g2.p1
OG0016279	TRINITY_DN528617_c0_g1.p1, TRINITY_DN599881_c0_g1.p1	
OG0016280	TRINITY_DN528619_c0_g1.p1	TRINITY_DN23039_c0_g1.p1
OG0016281	TRINITY_DN528690_c0_g1.p1	TRINITY_DN2669_c0_g1.p1
OG0016282	TRINITY_DN528765_c0_g1.p2	TRINITY_DN44807_c0_g1.p2
OG0016283	TRINITY_DN5288_c0_g1.p1	TRINITY_DN11701_c0_g1.p1
OG0016284	TRINITY_DN528967_c0_g1.p1	TRINITY_DN24104_c0_g1.p1
OG0016285	TRINITY_DN5289_c0_g1.p1	TRINITY_DN64998_c0_g1.p1
OG0016286	TRINITY_DN529358_c0_g1.p1	TRINITY_DN4916_c0_g1.p6
OG0016287	TRINITY_DN5293_c0_g1.p1	TRINITY_DN1626_c0_g2.p2
OG0016288	TRINITY_DN529400_c0_g1.p1	TRINITY_DN150408_c0_g1.p1
OG0016289	TRINITY_DN5294_c0_g1.p1	TRINITY_DN7517_c0_g1.p1
OG0016290	TRINITY_DN529534_c0_g1.p2, TRINITY_DN9777_c0_g2.p1	
OG0016291	TRINITY_DN529617_c0_g1.p1	TRINITY_DN1384_c0_g2.p3
OG0016292	TRINITY_DN52961_c0_g1.p1	TRINITY_DN10476_c0_g1.p1
OG0016293	TRINITY_DN529650_c0_g1.p1	TRINITY_DN56065_c0_g1.p1
OG0016294	TRINITY_DN5298_c0_g1.p3, TRINITY_DN5298_c0_g1.p5	
OG0016295	TRINITY_DN529966_c0_g1.p1	TRINITY_DN102582_c0_g1.p1
OG0016296	TRINITY_DN5299_c0_g1.p4	TRINITY_DN790_c0_g1.p4
OG0016297	TRINITY_DN5299_c0_g1.p1	TRINITY_DN790_c0_g1.p1
OG0016298	TRINITY_DN529_c0_g3.p1	TRINITY_DN5372_c1_g1.p2
OG0016299	TRINITY_DN529_c1_g1.p1	TRINITY_DN2451_c0_g3.p1
OG0016300	TRINITY_DN52_c0_g1.p1	TRINITY_DN8001_c0_g1.p5
OG0016301	TRINITY_DN52_c0_g1.p2	TRINITY_DN8001_c0_g1.p2
OG0016302	TRINITY_DN52_c2_g2.p1	TRINITY_DN3046_c0_g1.p1
OG0016303	TRINITY_DN530260_c0_g1.p1	TRINITY_DN7498_c0_g1.p2
OG0016304	TRINITY_DN530274_c0_g1.p1	TRINITY_DN5751_c0_g3.p1
OG0016305	TRINITY_DN5302_c0_g1.p2	TRINITY_DN2539_c0_g2.p2
OG0016306	TRINITY_DN530349_c0_g1.p3, TRINITY_DN84451_c0_g2.p1	
OG0016307	TRINITY_DN5303_c0_g1.p1	TRINITY_DN624_c0_g1.p1
OG0016308	TRINITY_DN530427_c0_g1.p1	TRINITY_DN20447_c0_g1.p1
OG0016309	TRINITY_DN530595_c0_g1.p1	TRINITY_DN123806_c0_g1.p1
OG0016310	TRINITY_DN530662_c0_g1.p1	TRINITY_DN1530_c0_g1.p1
OG0016311	TRINITY_DN5307_c0_g1.p1	TRINITY_DN5298_c0_g1.p1
OG0016312	TRINITY_DN5307_c0_g2.p1	TRINITY_DN5813_c0_g2.p1
OG0016313	TRINITY_DN5307_c0_g2.p2	TRINITY_DN5813_c0_g2.p2
OG0016314	TRINITY_DN530874_c0_g1.p1	TRINITY_DN21889_c0_g2.p1
OG0016315	TRINITY_DN5308_c0_g1.p1	TRINITY_DN14979_c0_g1.p1
OG0016316	TRINITY_DN53091_c1_g2.p1	TRINITY_DN5414_c0_g2.p1
OG0016317	TRINITY_DN5309_c0_g1.p1	TRINITY_DN7107_c0_g1.p2
OG0016318	TRINITY_DN530_c0_g1.p1	TRINITY_DN4405_c0_g1.p4
OG0016319	TRINITY_DN530_c1_g1.p11	TRINITY_DN2993_c0_g2.p3
OG0016320	TRINITY_DN530_c1_g1.p9	TRINITY_DN2993_c0_g2.p4
OG0016321	TRINITY_DN530_c1_g1.p6	TRINITY_DN2993_c0_g2.p2
OG0016322	TRINITY_DN530_c1_g1.p5	TRINITY_DN2993_c0_g2.p1
OG0016323	TRINITY_DN5310_c0_g1.p1	TRINITY_DN888_c0_g1.p1
OG0016324	TRINITY_DN531120_c0_g1.p1	TRINITY_DN9439_c0_g2.p1
OG0016325	TRINITY_DN5311_c0_g1.p1	TRINITY_DN5229_c1_g2.p1
OG0016326	TRINITY_DN531257_c0_g1.p1	TRINITY_DN54898_c0_g1.p1
OG0016327	TRINITY_DN5312_c0_g1.p3	TRINITY_DN884_c0_g1.p4
OG0016328	TRINITY_DN5312_c0_g1.p1	TRINITY_DN884_c0_g3.p1
OG0016329	TRINITY_DN531359_c0_g1.p1	TRINITY_DN976_c0_g1.p1
OG0016330	TRINITY_DN5313_c0_g1.p1	TRINITY_DN533_c0_g6.p1
OG0016331	TRINITY_DN5313_c1_g1.p2	TRINITY_DN67_c0_g2.p1
OG0016332	TRINITY_DN5313_c2_g1.p1	TRINITY_DN2579_c0_g1.p1
OG0016333	TRINITY_DN531462_c0_g1.p1	TRINITY_DN7978_c0_g1.p1
OG0016334	TRINITY_DN53149_c0_g1.p2	TRINITY_DN6977_c0_g1.p3
OG0016335	TRINITY_DN5314_c0_g1.p1	TRINITY_DN5117_c0_g2.p2
OG0016336	TRINITY_DN531594_c0_g1.p1	TRINITY_DN2026_c0_g1.p1
OG0016337	TRINITY_DN5315_c0_g1.p1	TRINITY_DN2314_c0_g1.p1
OG0016338	TRINITY_DN531642_c0_g1.p1	TRINITY_DN140411_c0_g1.p1
OG0016339	TRINITY_DN531674_c0_g1.p1	TRINITY_DN11801_c0_g2.p2
OG0016340	TRINITY_DN5316_c0_g1.p1	TRINITY_DN230_c0_g1.p1
OG0016341	TRINITY_DN53174_c0_g1.p1	TRINITY_DN14224_c0_g1.p3
OG0016342	TRINITY_DN531809_c0_g1.p1	TRINITY_DN38144_c1_g1.p1
OG0016343	TRINITY_DN5318_c0_g1.p6	TRINITY_DN2750_c0_g1.p2
OG0016344	TRINITY_DN5318_c0_g1.p3	TRINITY_DN4498_c0_g2.p4
OG0016345	TRINITY_DN531933_c0_g1.p1	TRINITY_DN11893_c0_g1.p1
OG0016346	TRINITY_DN531945_c0_g1.p1	TRINITY_DN26348_c0_g1.p1
OG0016347	TRINITY_DN531_c0_g1.p1	TRINITY_DN1358_c0_g1.p1
OG0016348	TRINITY_DN532002_c0_g1.p1	TRINITY_DN58522_c0_g1.p1
OG0016349	TRINITY_DN532062_c0_g1.p1	TRINITY_DN114459_c0_g1.p1
OG0016350	TRINITY_DN532074_c0_g1.p1	TRINITY_DN20893_c0_g1.p1
OG0016351	TRINITY_DN532117_c0_g1.p1	TRINITY_DN20148_c0_g1.p1
OG0016352	TRINITY_DN5321_c0_g1.p2	TRINITY_DN12161_c0_g1.p2
OG0016353	TRINITY_DN5321_c0_g1.p1	TRINITY_DN12161_c0_g1.p1
OG0016354	TRINITY_DN5322_c0_g1.p1	TRINITY_DN2641_c0_g2.p1
OG0016355	TRINITY_DN5322_c0_g2.p1	TRINITY_DN21027_c0_g1.p1
OG0016356	TRINITY_DN532320_c0_g1.p1	TRINITY_DN140940_c0_g1.p1
OG0016357	TRINITY_DN532350_c0_g1.p1	TRINITY_DN16253_c0_g1.p1
OG0016358	TRINITY_DN532368_c0_g1.p1, TRINITY_DN534075_c0_g1.p1	
OG0016359	TRINITY_DN5323_c0_g1.p1	TRINITY_DN2760_c0_g1.p1
OG0016360	TRINITY_DN5323_c0_g1.p2	TRINITY_DN2760_c0_g1.p3
OG0016361	TRINITY_DN532488_c0_g1.p1	TRINITY_DN10571_c1_g1.p1
OG0016362	TRINITY_DN5324_c0_g1.p1	TRINITY_DN10149_c0_g1.p1
OG0016363	TRINITY_DN532514_c0_g1.p1	TRINITY_DN128017_c0_g1.p1
OG0016364	TRINITY_DN532522_c0_g1.p1	TRINITY_DN12386_c0_g1.p1
OG0016365	TRINITY_DN5325_c0_g1.p1	TRINITY_DN2529_c0_g1.p1
OG0016366	TRINITY_DN532614_c0_g1.p1	TRINITY_DN26783_c0_g1.p1
OG0016367	TRINITY_DN532736_c0_g1.p1	TRINITY_DN20124_c0_g1.p2
OG0016368	TRINITY_DN532760_c0_g1.p1	TRINITY_DN17660_c0_g1.p2
OG0016369	TRINITY_DN5327_c0_g1.p3	TRINITY_DN5914_c1_g1.p2
OG0016370	TRINITY_DN5327_c1_g1.p1	TRINITY_DN9473_c0_g1.p1
OG0016371	TRINITY_DN5327_c2_g1.p2	TRINITY_DN2478_c0_g2.p2
OG0016372	TRINITY_DN5328_c0_g1.p1	TRINITY_DN1170_c0_g1.p1
OG0016373	TRINITY_DN5329_c0_g1.p1	TRINITY_DN7718_c1_g1.p1
OG0016374	TRINITY_DN532_c0_g1.p1	TRINITY_DN32743_c0_g2.p1
OG0016375	TRINITY_DN533039_c0_g1.p1	TRINITY_DN4565_c0_g2.p1
OG0016376	TRINITY_DN533183_c0_g1.p1	TRINITY_DN129354_c0_g1.p3
OG0016377	TRINITY_DN533324_c0_g1.p2	TRINITY_DN3113_c0_g1.p3
OG0016378	TRINITY_DN533326_c0_g1.p1	TRINITY_DN12332_c0_g1.p1
OG0016379	TRINITY_DN5334_c0_g1.p1	TRINITY_DN2587_c0_g1.p1
OG0016380	TRINITY_DN533626_c0_g1.p2, TRINITY_DN607044_c0_g1.p3	
OG0016381	TRINITY_DN53377_c0_g1.p1, TRINITY_DN610099_c0_g1.p1	
OG0016382	TRINITY_DN5337_c0_g1.p1	TRINITY_DN414_c0_g1.p1
OG0016383	TRINITY_DN5337_c0_g1.p2	TRINITY_DN414_c0_g1.p3
OG0016384	TRINITY_DN533824_c0_g1.p2	TRINITY_DN24444_c0_g1.p2
OG0016385	TRINITY_DN533939_c0_g1.p1	TRINITY_DN7169_c0_g1.p1
OG0016386	TRINITY_DN533963_c0_g1.p1	TRINITY_DN9484_c0_g1.p1
OG0016387	TRINITY_DN533_c0_g1.p1	TRINITY_DN11388_c0_g1.p1
OG0016388	TRINITY_DN5340_c0_g2.p1	TRINITY_DN1895_c0_g1.p2
OG0016389	TRINITY_DN5341_c0_g1.p1	TRINITY_DN5892_c0_g1.p1
OG0016390	TRINITY_DN534237_c0_g1.p1	TRINITY_DN9116_c0_g1.p2
OG0016391	TRINITY_DN534329_c0_g1.p1	TRINITY_DN149026_c0_g1.p1
OG0016392	TRINITY_DN534354_c0_g1.p1	TRINITY_DN74164_c0_g1.p1
OG0016393	TRINITY_DN534475_c0_g1.p1, TRINITY_DN65468_c0_g1.p1	
OG0016394	TRINITY_DN5346_c0_g1.p1	TRINITY_DN11093_c0_g1.p1
OG0016395	TRINITY_DN534727_c0_g1.p1	TRINITY_DN2531_c0_g2.p3
OG0016396	TRINITY_DN5347_c1_g1.p1	TRINITY_DN3519_c0_g1.p1
OG0016397	TRINITY_DN534905_c0_g1.p1	TRINITY_DN2096_c0_g1.p1
OG0016398	TRINITY_DN534980_c0_g1.p1	TRINITY_DN106133_c0_g1.p1
OG0016399	TRINITY_DN535053_c0_g1.p1	TRINITY_DN9116_c0_g1.p3
OG0016400	TRINITY_DN535080_c0_g1.p3	TRINITY_DN24384_c0_g1.p1
OG0016401	TRINITY_DN5350_c0_g1.p1	TRINITY_DN19105_c0_g1.p1
OG0016402	TRINITY_DN5353_c0_g1.p1	TRINITY_DN639_c0_g1.p1
OG0016403	TRINITY_DN5354_c0_g1.p1	TRINITY_DN2714_c0_g1.p1
OG0016404	TRINITY_DN535537_c0_g1.p1	TRINITY_DN47052_c0_g1.p1
OG0016405	TRINITY_DN5355_c0_g1.p1	TRINITY_DN1492_c0_g1.p2
OG0016406	TRINITY_DN5356_c0_g1.p2	TRINITY_DN881_c0_g1.p1
OG0016407	TRINITY_DN535715_c0_g1.p1	TRINITY_DN12974_c0_g1.p1
OG0016408	TRINITY_DN535864_c0_g1.p1	TRINITY_DN71422_c0_g1.p1
OG0016409	TRINITY_DN535920_c0_g1.p1	TRINITY_DN7656_c0_g2.p2
OG0016410	TRINITY_DN53592_c0_g1.p1	TRINITY_DN149182_c0_g1.p1
OG0016411	TRINITY_DN535936_c0_g1.p1	TRINITY_DN22380_c0_g1.p2
OG0016412	TRINITY_DN535938_c0_g1.p1, TRINITY_DN541776_c0_g1.p1	
OG0016413	TRINITY_DN535984_c0_g1.p1	TRINITY_DN40414_c0_g1.p1
OG0016414	TRINITY_DN536122_c0_g1.p1	TRINITY_DN2876_c0_g1.p2
OG0016415	TRINITY_DN5361_c0_g1.p1	TRINITY_DN13113_c0_g2.p1
OG0016416	TRINITY_DN5361_c0_g1.p3	TRINITY_DN11580_c0_g3.p2
OG0016417	TRINITY_DN53650_c0_g1.p1	TRINITY_DN23482_c0_g1.p1
OG0016418	TRINITY_DN536578_c0_g1.p1	TRINITY_DN14395_c0_g1.p1
OG0016419	TRINITY_DN53660_c0_g1.p1	TRINITY_DN36988_c0_g1.p1
OG0016420	TRINITY_DN5366_c0_g1.p1	TRINITY_DN1545_c0_g1.p1
OG0016421	TRINITY_DN5366_c3_g1.p1	TRINITY_DN14744_c0_g1.p1
OG0016422	TRINITY_DN536827_c0_g1.p1	TRINITY_DN19416_c0_g1.p4
OG0016423	TRINITY_DN536838_c0_g1.p1	TRINITY_DN45971_c0_g1.p1
OG0016424	TRINITY_DN536970_c0_g1.p1	TRINITY_DN2909_c0_g1.p1
OG0016425	TRINITY_DN537085_c0_g1.p1	TRINITY_DN9995_c0_g1.p2
OG0016426	TRINITY_DN537089_c0_g1.p1	TRINITY_DN28233_c0_g1.p1
OG0016427	TRINITY_DN5372_c0_g1.p2	TRINITY_DN6997_c0_g1.p4
OG0016428	TRINITY_DN5373_c0_g1.p1	TRINITY_DN4489_c0_g1.p1
OG0016429	TRINITY_DN5375_c0_g1.p1	TRINITY_DN7729_c0_g1.p1
OG0016430	TRINITY_DN5375_c1_g1.p1	TRINITY_DN3387_c0_g1.p6
OG0016431	TRINITY_DN5376_c0_g1.p1	TRINITY_DN2432_c0_g1.p1
OG0016432	TRINITY_DN537811_c0_g1.p2, TRINITY_DN65650_c0_g3.p1	
OG0016433	TRINITY_DN5379_c0_g1.p1	TRINITY_DN9319_c0_g3.p1
OG0016434	TRINITY_DN5381_c0_g1.p2	TRINITY_DN7271_c0_g1.p1
OG0016435	TRINITY_DN5381_c0_g1.p1	TRINITY_DN4655_c0_g1.p1
OG0016436	TRINITY_DN5383_c0_g1.p1	TRINITY_DN1095_c0_g1.p1
OG0016437	TRINITY_DN5383_c0_g1.p2	TRINITY_DN1095_c0_g1.p2
OG0016438	TRINITY_DN5383_c0_g1.p4	TRINITY_DN1095_c0_g1.p3
OG0016439	TRINITY_DN5384_c0_g1.p2	TRINITY_DN9693_c0_g1.p1
OG0016440	TRINITY_DN538777_c0_g1.p1	TRINITY_DN132733_c0_g1.p1
OG0016441	TRINITY_DN538820_c0_g1.p1	TRINITY_DN19365_c0_g1.p1
OG0016442	TRINITY_DN538857_c0_g1.p1	TRINITY_DN19143_c0_g1.p1
OG0016443	TRINITY_DN538887_c0_g1.p1	TRINITY_DN9522_c0_g1.p2
OG0016444	TRINITY_DN5389_c0_g1.p2	TRINITY_DN8084_c0_g2.p2
OG0016445	TRINITY_DN5395_c0_g1.p3	TRINITY_DN6280_c0_g1.p4
OG0016446	TRINITY_DN539674_c0_g1.p1	TRINITY_DN52240_c0_g1.p1
OG0016447	TRINITY_DN5396_c0_g1.p1	TRINITY_DN1395_c0_g1.p1
OG0016448	TRINITY_DN5399_c0_g1.p5	TRINITY_DN13986_c0_g1.p2
OG0016449	TRINITY_DN539_c2_g1.p1	TRINITY_DN1416_c8_g2.p1
OG0016450	TRINITY_DN53_c0_g2.p1	TRINITY_DN35841_c0_g1.p1
OG0016451	TRINITY_DN53_c0_g2.p2	TRINITY_DN35841_c0_g1.p2
OG0016452	TRINITY_DN5400_c0_g1.p1	TRINITY_DN9743_c0_g1.p1
OG0016453	TRINITY_DN5401_c0_g1.p3	TRINITY_DN4812_c0_g1.p3
OG0016454	TRINITY_DN5401_c0_g1.p2	TRINITY_DN4812_c0_g1.p2
OG0016455	TRINITY_DN5401_c0_g1.p1	TRINITY_DN4812_c0_g1.p1
OG0016456	TRINITY_DN5402_c0_g1.p1	TRINITY_DN11338_c0_g1.p1
OG0016457	TRINITY_DN5404_c0_g1.p2	TRINITY_DN4527_c0_g1.p1
OG0016458	TRINITY_DN540551_c0_g1.p1, TRINITY_DN60841_c0_g1.p1	
OG0016459	TRINITY_DN5406_c0_g1.p4	TRINITY_DN5075_c0_g1.p3
OG0016460	TRINITY_DN5406_c0_g1.p3	TRINITY_DN5075_c0_g1.p2
OG0016461	TRINITY_DN5406_c0_g1.p5	TRINITY_DN5075_c0_g1.p4
OG0016462	TRINITY_DN5408_c0_g1.p1	TRINITY_DN12423_c0_g1.p1
OG0016463	TRINITY_DN540_c0_g1.p2	TRINITY_DN2402_c0_g1.p1
OG0016464	TRINITY_DN5412_c0_g1.p1	TRINITY_DN2138_c0_g2.p1
OG0016465	TRINITY_DN5412_c0_g2.p1	TRINITY_DN22281_c0_g1.p1
OG0016466	TRINITY_DN541335_c0_g1.p1, TRINITY_DN582618_c0_g1.p4	
OG0016467	TRINITY_DN5416_c0_g1.p1	TRINITY_DN6602_c0_g1.p1
OG0016468	TRINITY_DN541904_c0_g1.p2	TRINITY_DN15222_c0_g1.p1
OG0016469	TRINITY_DN541981_c0_g1.p1, TRINITY_DN73467_c0_g1.p1	
OG0016470	TRINITY_DN5419_c0_g1.p1	TRINITY_DN1870_c1_g1.p1
OG0016471	TRINITY_DN5419_c0_g1.p4	TRINITY_DN10362_c0_g1.p4
OG0016472	TRINITY_DN5419_c0_g1.p3	TRINITY_DN10362_c0_g1.p1
OG0016473	TRINITY_DN54200_c0_g1.p1	TRINITY_DN30476_c0_g1.p1
OG0016474	TRINITY_DN542043_c0_g1.p1	TRINITY_DN145005_c0_g1.p1
OG0016475	TRINITY_DN5422_c0_g1.p1	TRINITY_DN12804_c0_g1.p2
OG0016476	TRINITY_DN5423_c0_g1.p3	TRINITY_DN438_c0_g2.p2
OG0016477	TRINITY_DN5423_c0_g1.p1	TRINITY_DN4015_c0_g1.p3
OG0016478	TRINITY_DN5423_c0_g1.p2	TRINITY_DN438_c0_g2.p1
OG0016479	TRINITY_DN54244_c0_g1.p1	TRINITY_DN11414_c0_g1.p1
OG0016480	TRINITY_DN542864_c0_g1.p1	TRINITY_DN55693_c0_g1.p1
OG0016481	TRINITY_DN542929_c0_g1.p1	TRINITY_DN27942_c0_g1.p1
OG0016482	TRINITY_DN542941_c0_g1.p1	TRINITY_DN30588_c0_g2.p1
OG0016483	TRINITY_DN5429_c0_g1.p1	TRINITY_DN7533_c0_g2.p1
OG0016484	TRINITY_DN5434_c0_g1.p2	TRINITY_DN3007_c0_g1.p1
OG0016485	TRINITY_DN543681_c0_g1.p1	TRINITY_DN20351_c0_g1.p2
OG0016486	TRINITY_DN5437_c0_g1.p1	TRINITY_DN4508_c0_g3.p1
OG0016487	TRINITY_DN5438_c0_g1.p1	TRINITY_DN9897_c0_g1.p1
OG0016488	TRINITY_DN544042_c0_g1.p1	TRINITY_DN2695_c0_g1.p1
OG0016489	TRINITY_DN5440_c2_g1.p1	TRINITY_DN16145_c1_g1.p1
OG0016490	TRINITY_DN544204_c0_g1.p1	TRINITY_DN10469_c0_g2.p2
OG0016491	TRINITY_DN544497_c0_g1.p1	TRINITY_DN53242_c0_g1.p1
OG0016492	TRINITY_DN544599_c0_g1.p1	TRINITY_DN28437_c0_g1.p1
OG0016493	TRINITY_DN5448_c0_g1.p1	TRINITY_DN268_c0_g1.p3
OG0016494	TRINITY_DN5450_c0_g1.p2	TRINITY_DN15615_c0_g1.p1
OG0016495	TRINITY_DN545199_c0_g1.p1	TRINITY_DN37025_c0_g1.p1
OG0016496	TRINITY_DN5452_c0_g1.p2	TRINITY_DN3547_c0_g1.p1
OG0016497	TRINITY_DN5454_c0_g1.p1	TRINITY_DN8226_c0_g1.p2
OG0016498	TRINITY_DN545581_c0_g1.p1	TRINITY_DN11969_c0_g1.p1
OG0016499	TRINITY_DN54568_c0_g3.p1	TRINITY_DN93246_c0_g1.p1
OG0016500	TRINITY_DN5457_c0_g1.p1	TRINITY_DN7496_c0_g1.p3
OG0016501	TRINITY_DN5458_c0_g1.p1	TRINITY_DN1688_c0_g1.p1
OG0016502	TRINITY_DN546057_c0_g1.p1	TRINITY_DN11603_c0_g1.p4
OG0016503	TRINITY_DN5460_c0_g1.p1	TRINITY_DN26797_c1_g2.p1
OG0016504	TRINITY_DN5460_c1_g1.p1	TRINITY_DN9048_c0_g1.p1
OG0016505	TRINITY_DN5461_c0_g1.p1	TRINITY_DN2262_c0_g2.p2
OG0016506	TRINITY_DN54623_c0_g1.p1	TRINITY_DN8909_c0_g1.p1
OG0016507	TRINITY_DN546255_c0_g1.p1, TRINITY_DN597665_c0_g1.p1	
OG0016508	TRINITY_DN546301_c0_g1.p1	TRINITY_DN118104_c0_g1.p1
OG0016509	TRINITY_DN546460_c0_g1.p1, TRINITY_DN99789_c0_g1.p1	
OG0016510	TRINITY_DN5465_c0_g1.p1	TRINITY_DN4508_c0_g2.p1
OG0016511	TRINITY_DN546700_c0_g1.p1	TRINITY_DN24626_c0_g1.p2
OG0016512	TRINITY_DN5468_c0_g1.p1	TRINITY_DN3416_c0_g4.p1
OG0016513	TRINITY_DN546_c0_g1.p1	TRINITY_DN66_c0_g1.p2
OG0016514	TRINITY_DN547160_c0_g1.p1	TRINITY_DN2218_c0_g1.p3
OG0016515	TRINITY_DN5472_c0_g1.p1	TRINITY_DN788_c0_g1.p1
OG0016516	TRINITY_DN5473_c0_g1.p3	TRINITY_DN29515_c0_g1.p1
OG0016517	TRINITY_DN5473_c0_g1.p1	TRINITY_DN1030_c0_g1.p4
OG0016518	TRINITY_DN5474_c0_g1.p2	TRINITY_DN5676_c0_g1.p2
OG0016519	TRINITY_DN54756_c0_g1.p1	TRINITY_DN48812_c0_g1.p1
OG0016520	TRINITY_DN5476_c0_g2.p1	TRINITY_DN2915_c0_g2.p1
OG0016521	TRINITY_DN547903_c0_g1.p1	TRINITY_DN15177_c0_g2.p3
OG0016522	TRINITY_DN5479_c1_g1.p1	TRINITY_DN15588_c0_g1.p1
OG0016523	TRINITY_DN547_c0_g1.p1	TRINITY_DN11938_c0_g1.p8
